Identifiant,Nom_Etablissement,Numero_SIRET,Adresse,Code_Postal,Commune,Departement,Region,Coordonnees_X,Coordonnees_Y,Code_APE,Libelle_APE,code_eprtr,libelle_eprtr
56040095,EARL HELO,41794424600012,MANEHENON,56620,CLEGUER,MORBIHAN,BRETAGNE,172225,2332718,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
53004105,SCEA DE LA VERRERIE,37849817400010,LA VERRERIE,53200,AMPOIGNE,MAYENNE,PAYS-DE-LA-LOIRE,363274,2317137,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
522.04616,SCA MORO,50324946800011,Saint Léau,22210,PLUMIEUX,COTES-D'ARMOR,BRETAGNE,233850,2356162,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
522.01258,SCEA LAURENT FERCHAL,39806713200017,La Vieux Ville,22320,LA HARMOYE,COTES-D'ARMOR,BRETAGNE,207400,2383999,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
50589001,EARL DE LA PLAINE,48357224400018,20 rue de la plaine,50170,TANIS,MANCHE,BASSE-NORMANDIE,321400,2405971,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
50323011,EARL LEHERICEY,39999466400015,"""L'Islerie""",50520,LE MESNIL-TOVE,MANCHE,BASSE-NORMANDIE,352700,2416700,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
50281192,SCEA Outremer,41026867600013,"le rouy
 50320 La Lucerne d'Outremer",50320,LA LUCERNE-D'OUTREMER,MANCHE,BASSE-NORMANDIE,323300,2427300,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
35019296,GAEC LA BROSSE,32553746200013,La Brosse,35560,BAZOUGES-LA-PEROUSE,ILLE-ET-VILAINE,BRETAGNE,310762,2388175,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
29294043,EARL DE KEROPARTZ,34217869600015,Keropartz,29450,LE TREHOU,FINISTERE,BRETAGNE,121448,2396899,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
29210224,SARL BERTHEVAS,35132388600017,Quillien,29420,PLOUVORN,FINISTERE,BRETAGNE,130011,2416849,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
29210205,SCEA CUEFF,38760537100013,Pen ar C'hoas,29420,PLOUVORN,FINISTERE,BRETAGNE,130011,2416849,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
29196113,EARL DES TROIS VALLEES,40497284600012,Kerzédoc,29830,PLOUGUIN,FINISTERE,BRETAGNE,88199,2414374,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
29196041,GAEC DE KERBOULLOU,33001255000019,Kerboullou,29830,PLOUGUIN,FINISTERE,BRETAGNE,88199,2414374,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
29177008,EARL JAOUEN,33062946000024,KER AR CREACH,29810,PLOUARZEL,FINISTERE,BRETAGNE,77575,2405211,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
29128064,SCEA ELEVAGE DE KERGOFF,39838729000016,Kergoff,29400,LOC-EGUINER,FINISTERE,BRETAGNE,124911,2405193,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
28196179,EARL BRULE,37959042500011,Le Gros Buisson,28120,ILLIERS-COMBRAY,EURE-ET-LOIR,CENTRE,519063,2367274,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
24308102,SARL DES MAINES,38761411800017,Les Maines,24460,NEGRONDES,DORDOGNE,AQUITAINE,484971,2039486,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
24217039,GAEC DU PECH DU DOGNON,31926954400015,JOURNIAC,24260,JOURNIAC,DORDOGNE,AQUITAINE,485709,1996840,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
22281115,EARL BOITARD FEUILLET,44266641800011,VILLE CARO,22150,SAINT-CARREUC,COTES-D'ARMOR,BRETAGNE,224800,2389800,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
22208266,HUET PHILIPPE,33479919400017,CALLOUET,22830,PLOUASNE,COTES-D'ARMOR,BRETAGNE,277874,2375670,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
22183286,EARL JOSSE,39082217900011,ROHAN BOUDARD,22210,PLEMET,COTES-D'ARMOR,BRETAGNE,233518,2364639,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
16068142,GAEC du Temple,30361658500012,Le Temple,16260,CELLEFROUIN,CHARENTE,POITOU-CHARENTES,448900,2101000,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
10256036,SCEA de Promontval,39021962400017,"""Site de Montardoise Lieudit """"Le Puits Dindier""""""",10150,ORTILLON,AUBE,CHAMPAGNE-ARDENNES,741300,2392100,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
10121023,SCEA de la Buissonnière,38977366400013,"Lieudit ""La Chapelle""",10240,DAMPIERRE,AUBE,CHAMPAGNE-ARDENNES,750000,2396600,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
01312009,SAS Pelizzari Frères,52000842600014,PRESSIAT,01370,PRESSIAT,AIN,RHONE-ALPES,834664,2151411,0146Z,Élevage de porcins,7.(a).(iii),disposant de 750 emplacements pour truies
01115003,SARL de Montburon,40080860600018,lieudit Montburon,01310,CONFRANCON,AIN,RHONE-ALPES,810392,2144411,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
89264541,EURL domaine de Villegardin,37857223400011,5 route de Gillotot,89150,MONTACHER-VILLEGARDIN,YONNE,BOURGOGNE,651586,2352978,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
81292009,SICA SAS Porci Ségala,42183641200013,La Gamasse du Bruel,81190,TANUS,TARN,MIDI-PYRENEES,598070,1899915,0146Z,Élevage de porcins,7.(a).(iii),disposant de 750 emplacements pour truies
81288033,SCEA MAUREL,32884742100018,Les Villas,81540,SOREZE,TARN,MIDI-PYRENEES,577800,1827722,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
81233127,PORCINET,39027880200017,Ronel,81120,ROUMEGOUX,TARN,MIDI-PYRENEES,593800,1866800,0146Z,Élevage de porcins,7.(a).(iii),disposant de 750 emplacements pour truies
76360232,SCEA Toutain,37911077800014,224 rue de Brennetuit,76720,HEUGLEVILLE-SUR-SCIE,SEINE-MARITIME,HAUTE-NORMANDIE,510600,2526800,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
76080130,SCEA GENE CAUX,39232757300011,Hameau Fauque,76640,BERMONVILLE,SEINE-MARITIME,HAUTE-NORMANDIE,476900,2517200,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75600308,GAEC DE LESTANET,31994988900012,Lestanet,29860,LE DRENNEC,FINISTERE,BRETAGNE,104961,2413961,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75600283,EARL KERVEILLANT,34820633500013,KERVIGODOU IZELLA,29710,PLOGASTEL-SAINT-GERMAIN,FINISTERE,BRETAGNE,107300,2352199,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75600209,SCEA KERDONCUFF GAEC TRAONNEVEZEC,32531686700010,Traonnevezec,29460,IRVILLAC,FINISTERE,BRETAGNE,115263,2394811,0146Z,Élevage de porcins,7.(a).(iii),disposant de 750 emplacements pour truies
75600185,SCEA PENNEC,33323188400011,Coat Merret,29430,LANHOUARNEAU,FINISTERE,BRETAGNE,117299,2417974,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75600146,SCEA DE KERBREZELLEC,38287149900010,Kerbrezellec,29390,SCAER,FINISTERE,BRETAGNE,150210,2353736,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75600101,SCEA RANNOU,41131629200019,Kerzerrien,29190,PLEYBEN,FINISTERE,BRETAGNE,131900,2377360,0146Z,Élevage de porcins,7.(a).(iii),disposant de 750 emplacements pour truies
75290122,EARL DE PENHOAT,41284575200010,Kergrignou,29180,QUEMENEVEN,FINISTERE,BRETAGNE,119630,2365793,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75290089,GAEC KER EVEN,77758805400018,Kérivoal,29260,PLOUDANIEL,FINISTERE,BRETAGNE,109548,2413873,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75290053,EARL DARE,38822958500012,Rascol,29870,LANNILIS,FINISTERE,BRETAGNE,94299,2418899,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75290001,GAEC CORRE,41789479700014,Penquer,29600,SAINT-MARTIN-DES-CHAMPS,FINISTERE,BRETAGNE,142864,2415892,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75100264,GAEC DU LION D'OR,31991480000028,LE LION d'OR,22250,TREMEUR,COTES-D'ARMOR,BRETAGNE,259200,2382000,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75100129,SACOPORC,73920080600019,la bercoisiere,35210,CHATILLON-EN-VENDELAIS,ILLE-ET-VILAINE,BRETAGNE,338875,2364349,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75100128,GAEC BINARD,40002237200025,LA NOË,35290,GAEL,ILLE-ET-VILAINE,BRETAGNE,260863,2357863,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75100114,EARL MARQUET SOPHIE,33933965700019,Basses Jardiéres,35720,PLEUGUENEUC,ILLE-ET-VILAINE,BRETAGNE,286175,2386112,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75100107,SCEA de KERROCH,39155847500011,Kerroc'h,29450,SIZUN,FINISTERE,BRETAGNE,125475,2397893,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75100105,SCEA GUILLAUME ROUE,38906467600015,Kerlaouenan,29460,DIRINON,FINISTERE,BRETAGNE,111466,2398248,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
75100103,GAEC KERAUDY,31633049700017,KERAUDY,29440,SAINT-DERRIEN,FINISTERE,BRETAGNE,119322,2414024,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
72351001,EARL Asnières,38215678400011,Asnières,72240,TENNIE,SARTHE,PAYS-DE-LA-LOIRE,420300,2348200,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
64338030,earl arc en ciel,44022860900010,1 route d urost,64160,LESPOURCY,PYRENEES-ATLANTIQUES,AQUITAINE,398160,1820358,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
64208035,EARL CASSAGNAU,35185791700014,Chemin Départemental 42,64160,ESCOUBES,PYRENEES-ATLANTIQUES,AQUITAINE,390801,1827334,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
64208005,EARL CASSOU-LAHORE,38401491600017,route de Sévignacq,64160,ESCOUBES,PYRENEES-ATLANTIQUES,AQUITAINE,390801,1827334,0146Z,Élevage de porcins,5.(e),Installations destinées à l'élimination ou à la valorisation de carcasses et de déchets d'animaux d'une capacité de traitement de 10 tonnes par jour
62405012,TRANNIN,41231812300012,"Ferme des prés 27, Rue de Sailly",62118,HAMBLAIN-LES-PRES,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,644611,2588958,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
59665500,EARL DE L'YSER,41038074500019,811 chemin du pavé de Cassel,59380,WYLDER,NORD,NORD-PAS-DE-CALAIS,611075,2657463,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
572.00925,SCEA LECORNUE,51258325300012,La Tuilerie,72540,JOUE-EN-CHARNIE,SARTHE,PAYS-DE-LA-LOIRE,411400,2338474,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
56184120,EARL DE BREHARDEC,38387207400018,Brehardec,56230,QUESTEMBERT,MORBIHAN,BRETAGNE,240500,2306700,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
559.01955,SARL BELLEVUE,50068624100018,501 LEESTE STRAETE,59470,WORMHOUT,NORD,NORD-PAS-DE-CALAIS,609237,2654386,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
54901882,SOUILLETS (GAEC LES),34332322600013,les souillets,49070,SAINT-JEAN-DE-LINIERES,MAINE-ET-LOIRE,PAYS-DE-LA-LOIRE,373450,2277637,0146Z,Élevage de porcins,7.(a).(i),disposant de 40 000 emplacements pour la volaille
54900884,BREFFIERE (SCEA DE LA),41421425400016,la Breffière,49600,GESTE,MAINE-ET-LOIRE,PAYS-DE-LA-LOIRE,338700,2248100,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
53222050,BOURGE LOUIS,39327129100014,LE BOIS GIGANT,53240,SAINT-GERMAIN-D'ANXURE,MAYENNE,PAYS-DE-LA-LOIRE,371700,2362700,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
522.03031,EARL JEAN FRANCOIS ROBERT,38449195700013,Halouze,22130,PLANCOET,COTES-D'ARMOR,BRETAGNE,262641,2401288,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
522.01290,LE FRANC Michel,41080946100016,Bot Cozel,22320,LE HAUT-CORLAY,COTES-D'ARMOR,BRETAGNE,199710,2382616,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
51595038,SCEA AGRI PORC CHAMPAGNE,41525490300016,Contre Vatry,51320,SOUDRON,MARNE,CHAMPAGNE-ARDENNES,736800,2428400,0146Z,Élevage de porcins,7.(a).(iii),disposant de 750 emplacements pour truies
51496038,SCEA les ROULLIERS,41515231300011,Route de Vitry,51240,COUPEVILLE,MARNE,CHAMPAGNE-ARDENNES,767800,2437200,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
50346016,GAEC FRANCOIS,39766367500015,LA HAIZIERE MONTIGNY,50540,ISIGNY-LE-BUAT,MANCHE,BASSE-NORMANDIE,341575,2406951,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
44051121,EARL DU DOMAINE HAMON,40070717000017,La Boutonnais,44590,DERVAL,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,299300,2304000,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
35271012,EARL DES HALLIERS,32641940500013,Le Grand Village,35450,VAL-D'IZE,ILLE-ET-VILAINE,BRETAGNE,329338,2359312,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
33997129,EARL BOUETARD JF,50540586000014,La Renaudais,22490,PLOUER-SUR-RANCE,COTES-D'ARMOR,BRETAGNE,279270,2401390,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
29119084,EARL LE GALL BERNARD,33327460300013,Ty Bras,29290,LANRIVOARE,FINISTERE,BRETAGNE,84663,2409030,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
29015168,SAS LICHOU,38512592700017,Coatanea,29860,BOURG-BLANC,FINISTERE,BRETAGNE,94824,2410962,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
25240390,SARL PORFINS,38752592600011,Lieu dit Le Valconcelin,25500,MORTEAU,DOUBS,FRANCHE-COMTE,923689,2237068,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
22383027,EARL LE BOUDER,37749726800013,KER DERRIEN,22450,TROGUERY,COTES-D'ARMOR,BRETAGNE,190888,2431910,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
22248220,GAEC DE L'UNION,77744128800027,KERBREZELLEC,22200,POMMERIT-LE-VICOMTE,COTES-D'ARMOR,BRETAGNE,199977,2416204,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
22248003,SCEA DE LA LANDE,38469606800012,LAN THEPAUT,22200,POMMERIT-LE-VICOMTE,COTES-D'ARMOR,BRETAGNE,199977,2416204,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
22219233,SCEA DAVID,38748952900017,LA VILLE BERTHO,22150,PLOUGUENAST,COTES-D'ARMOR,BRETAGNE,226223,2376514,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
22152077,SCEA DE KERFOS,41110372400018,Kerfos,22220,MINIHY-TREGUIER,COTES-D'ARMOR,BRETAGNE,191099,2434099,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
22101145,EARL DAMANY,37749704500015,PORS RU,22450,LANGOAT,COTES-D'ARMOR,BRETAGNE,186999,2431599,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
22029041,FACY Pierre,43371367400011,Cussuliou,22480,SAINT-NICOLAS-DU-PELEM,COTES-D'ARMOR,BRETAGNE,192084,2382480,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
16416136,GAEC de Margnac,30352912700019,Margnac,16310,VITRAC-SAINT-VINCENT,CHARENTE,POITOU-CHARENTES,456808,2090100,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
10858332,GAEC LIMOUZIN,32529183900018,Le Breuil,85170,SAINT-DENIS-LA-CHEVASSE,VENDEE,PAYS-DE-LA-LOIRE,318155,2209130,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
10430022,SCEA des Arsons,34028667300017,route de Mailly,10700,VILLIERS-HERBISSE,AUBE,CHAMPAGNE-ARDENNES,730900,2405600,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
10121046,SCA Val du Puits,33007455000014,route de Bréban,10240,DAMPIERRE,AUBE,CHAMPAGNE-ARDENNES,750000,2396600,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
061.04524,SAS AIRPORC / ELEVAGE TECHE,35164415800039,"2455 route du Perron
 LA COUPINIERE",38470,TECHE,ISERE,RHONE-ALPES,839103,2024701,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
01301084,EARL Mathieu Frères,39987408000019,Les Vernays,01310,POLLIAT,AIN,RHONE-ALPES,815074,2142567,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
86187693,EARL de la Joubertière,32517640200015,La Joubertière,86300,PAIZAY-LE-SEC,VIENNE,POITOU-CHARENTES,480463,2176389,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
86070907,SAS LES ELEVAGES DU MAS LONG,42119492900038,,86300,CHAUVIGNY,VIENNE,POITOU-CHARENTES,470131,2175811,0146Z,Élevage de porcins,,
86034754,SCEA le Rivault,41059942700011,Le Rivault,86410,BOURESSE,VIENNE,POITOU-CHARENTES,467042,2152596,0146Z,Élevage de porcins,7.(a).(iii),disposant de 750 emplacements pour truies
80390028,SCEA de Beauvoisie,33329722400011,Chemin de Beauvoisie,80250,GRIVESNES,SOMME,PICARDIE,609687,2520976,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
79500012,SCEA APPORCS,41398869200021,La Metairie,79500,CHAIL,DEUX-SEVRES,POITOU-CHARENTES,412538,2137152,0146Z,Élevage de porcins,7.(a).(ii),disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
